# AUTO-GENERATED by tools/build_questline_dag.py -- DO NOT EDIT, re-emit.
# TIER 1 of docs/specs/SPEC-questline-dag-20260728.md: EMIT THE GRAPH, ASSERT NOTHING.
# Directed edges over EVENT FLAGS. target_flag is always a live AP check.
#   sense=set     the source must be SET   -> a PREREQUISITE. A CANDIDATE access rule, not one yet.
#   sense=clear   the source must be CLEAR -> an EXCLUSION. Never an access rule; this is the
#                 argument FOR the missable tag.
#   sense=unknown the corpus does not encode the polarity. UNUSABLE. Tallied, never guessed.
# 🛑 NOTHING IN THE WORLD READS THIS FILE. Every check named here keeps its missable tag.
# 🛑 An edge is CO-OCCURRENCE + a polarity rule, not proof: datamine_lot_gates pairs every flag test
#   in an event with every award in it, so a test on a branch that never reaches the award is here.
# 🛑 ABSENCE IS NOT SAFETY. Every corpus below reads an AWARD SITE. A questline that gates whether a
#   FIGHT EXISTS leaves no award-site trace -- f510110 (Fortissax), the case this spec was written
#   from, is absent BY CONSTRUCTION and the tool asserts that absence out loud.
# alt_group groups edges READ AT ONE SITE; `group_semantics` says what that grouping MEANS, and it
#   is `unknown` unless the data proves otherwise -- `any` only for separate call sites of one
#   common event (f400191's three triggers), `all` only for the `&&` conjuncts of one enabler
#   condition (f1039537050's three). 🛑 An earlier version called EVERY group "alternatives"; that
#   was OUR claim wearing the game's clothes, and an OR read of a conjunction is an
#   UNDER-constrained rule. A consumer may act on `any` / `all` only.
# source_locator: how the source's region was placed -- flag_decode > setter_map > common_map >
#   test_map (WEAKEST: where the flag MATTERS, not where it lives -- good enough for a missable tag,
#   never for an access rule). Empty = unplaced.
# MEASURED THIS RUN (recomputed on every emit; the tool hard-fails on a degenerate parse):
#   edges 300 over 164 target check(s) | sense: set 153, clear 22, unknown 125
#   by tool: esd_gifts 112, lot_gates 176, treasure_enablers 12
#   source kind: check 5, npc_state 106, world 189
#   targets: 116 with a PREREQUISITE (sense=set), 16 with an EXCLUSION (sense=clear)
#   CORROBORATION: 88 of 164 target check(s) are ALREADY missable-tagged (54%); the tag set holds 289 checks in total
#   cross-region edges: 59 (10 whose target is NOT missable-tagged)
#   alt_group semantics: all 2, any 11, single 164, unknown 39 (a group claims OR/AND only where the DATA proves it)
#   edges DEGRADED to unusable by a guard (each is a refusal, not a loss): context-branch-unresolved 7, enabler-not-an-eventflag-test-above-the-enable 2, esd-paths-disagree 3, esd-received-memo 83, lot_gates-senses-disagree 2, treasure-verb-crossproduct 28
#   source flags LABELLED from FromSoft's own event names: 201 of 300 edge(s) (67%); by emevd_batch 1, emevd_event 95, esd_talk 105
#   source region located by: none 120, esd_talk_map 40, flag_decode 83, setter_map 42, test_map 15
#   dropped rows (a filter with no tally is a lie): esd_gifts:duplicate-row 3, esd_gifts:lot-has-no-flag 51, esd_gifts:self-loop 1, esd_gifts:sentinel-source 2, esd_gifts:target-not-a-live-check 129, lot_gates:duplicate-row 51, treasure_enablers:duplicate-row 3, treasure_enablers:no-entity-handle 66
#   contexts with NO polarity rule (-> unknown, never guessed): !EventFlag 1, ? 6, EventFlag 1, GotoIf 2, if 1
# ACCEPTANCE (SPEC §7, asserted on the finished pipeline by name):
#   [ok] f400191 Golden Seed / Stormhill Shack -- 3 triggers in ONE alt_group with semantics=any (separate call sites of one common event); found gates [3708, 3709, 1041389414] in 1 group(s), semantics ['any']
#   [ok] f400191 polarity -- every trigger is a POSITIVE prerequisite (commonarg/WaitFor); senses ['set']
#   [ok] f1039537050 Gelmir enabler -- a CONJUNCTION, not alternatives -- three `&&` conjuncts of one WaitFor must read semantics=all; got ['all']
#   [ok] f400001 Rold Medallion (Melina handover) -- the easy end of the graph: 1 ESD-gift edge(s)
#   [ok] f65660 <- 11007992 -- the EndIf INVERSION -- `EndIf(EventFlag(X))` ends the event when X is SET, so the award below needs X CLEAR; reading it the naive way mints a false prerequisite. senses ['clear']
#   [ok] f400470 <- 1047419201 -- the ESD gate_sense=1 mapping -- Great-Jar's Arsenal is handed over behind a SET flag; if the 1/0 mapping inverts, this is the fixture that says so. senses ['set']
#   [ok] f580600 <- 9146 (treasure enabler) -- the one known real cross-region prerequisite; senses ['set']
#   [ok] f510110 Fortissax -- ABSENT BY CONSTRUCTION -- no award-site corpus can see an arena-existence gate; absence here is the BLIND SPOT, never evidence of safety (SPEC §5)
source_flag	target_flag	sense	evidence	tool	source_label	source_label_ja	label_source	label_setters	basis	alt_group	group_semantics	source_kind	source_region	source_locator	target_region	cross_region	target_ap_id	target_name
16009337	400091	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC313 Volcano Hall Recruiter_ Flag to leave items behind	NPC313火山館の勧誘者_アイテムを残して立ち去るフラグ立て	emevd_event	1	commonarg-positive-by-construction	lot_gates:400091:90005750	any	world	Mt. Gelmir	setter_map	Mt. Gelmir	no	7900007	Mt. Gelmir :: Daedicar's Woe - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400091]
16009338	400091	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC313 Volcano Hall Recruiter_ Flag to leave items behind	NPC313火山館の勧誘者_アイテムを残して立ち去るフラグ立て	emevd_event	1	commonarg-positive-by-construction	lot_gates:400091:90005750	any	world	Mt. Gelmir	setter_map	Mt. Gelmir	no	7900007	Mt. Gelmir :: Daedicar's Woe - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400091]
14009266	400101	unknown	talk 316206000 gate_sense=0 lot 101010	esd_gifts	set by NPC talk 316206000 on m60_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400101:316206000	single	npc_state	Raya Lucaria Academy	esd_talk_map	Raya Lucaria Academy	no	7773709	Raya Lucaria Academy :: Glintstone Kris - around Church of the Cuckoo, may be sweep-granted by Red Wolf of Radagon (m14_00) [f400101]
14009266	400101	unknown	talk 316211400 gate_sense=0 lot 101010	esd_gifts	set by NPC talk 316206000 on m60_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400101:316211400	single	npc_state	Raya Lucaria Academy	esd_talk_map	Raya Lucaria Academy	no	7773709	Raya Lucaria Academy :: Glintstone Kris - around Church of the Cuckoo, may be sweep-granted by Red Wolf of Radagon (m14_00) [f400101]
14009259	400103	unknown	talk 316206000 gate_sense=1 lot 101030	esd_gifts	set by NPC talk 316206000 on m60_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400103:316206000	single	npc_state	Raya Lucaria Academy	esd_talk_map	Raya Lucaria Academy	no	7773710	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400103]
14009259	400103	unknown	talk 316211400 gate_sense=1 lot 101030	esd_gifts	set by NPC talk 316206000 on m60_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400103:316211400	single	npc_state	Raya Lucaria Academy	esd_talk_map	Raya Lucaria Academy	no	7773710	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400103]
1044369219	400103	unknown	talk 316006000 gate_sense=1 lot 101030	esd_gifts	set by NPC talk 316006000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400103:316006000	single	npc_state	Limgrave	flag_decode	Raya Lucaria Academy	yes	7773710	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400103]
7608	400106	set	106)); WaitFor(ElapsedSeconds(2) && EventFlag(7608)); Awa	lot_gates					waitfor-blocks-until-set	lot_gates:400106:14000731	single	world			Raya Lucaria Academy	unknown	7770574	Raya Lucaria Academy :: Sellen's Bell Bearing - Table of Lost Grace, may be sweep-granted by Rennala, Queen of the Full Moon (m14_00) [f400106]
3469	400107	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC316 Academy Female Magician_Character state transition	NPC316学院の女魔術師_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400107:90005750	single	world	Weeping	test_map	Raya Lucaria Academy	yes	7770575	Raya Lucaria Academy :: Witch's Glintstone Crown - around Church of the Cuckoo, may be sweep-granted by Red Wolf of Radagon (m14_00) [f400107]
1035429209	400130	unknown	talk 219006000 gate_sense=0 lot 101300	esd_gifts	set by NPC talk 219006000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400130:219006000	single	npc_state	Liurnia	flag_decode	Liurnia	no	7773711	Liurnia :: Haligtree Secret Medallion (Right) - Kill albinauric disguised as pot (or, talk to him) [f400130]
3569	400148	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC307 Puppeteer_Character state transition	NPC307傀儡師_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400148:90005750	single	world			Liurnia	unknown	7900011	Liurnia :: Preceptor's Trousers - near Royal Moongazing Grounds, may be sweep-granted by Glintstone Dragon Adula (m60_34_50) [f400148]
1035509215	400149	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC307 Puppeteer_Character state transition	NPC307傀儡師_キャラ状態遷移	emevd_event	1	commonarg-positive-by-construction	lot_gates:400149:90005750	any	world	Liurnia	flag_decode	Liurnia	no	7770577	Liurnia :: Pidia's Bell Bearing - near Royal Moongazing Grounds, may be sweep-granted by Royal Knight Loretta (m60_35_50) [f400149]
1035509216	400149	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC307 Puppeteer_Character state transition	NPC307傀儡師_キャラ状態遷移	emevd_event	1	commonarg-positive-by-construction	lot_gates:400149:90005750	any	world	Liurnia	flag_decode	Liurnia	no	7770577	Liurnia :: Pidia's Bell Bearing - near Royal Moongazing Grounds, may be sweep-granted by Royal Knight Loretta (m60_35_50) [f400149]
12012716	400159	clear	)); WaitFor(EventFlag(12019280) && !EventFlag(12012716)); Rem	lot_gates	NPC106 Rani_Shadow Head Death Monitor	NPC106ラニ_影狼頭死亡監視	emevd_event	1	waitfor-negated	lot_gates:400159:3050	unknown	npc_state	Ainsel River	setter_map	Ainsel River	no	7773713	Ainsel River :: Discarded Palace Key [f400159]
12019280	400159	set	EndIf(EventFlag(400159)); WaitFor(EventFlag(12019280) && !Event	lot_gates	NPC106 Rani_Shadow Head Death Monitor	NPC106ラニ_影狼頭死亡監視	emevd_event	1	waitfor-blocks-until-set	lot_gates:400159:3050	unknown	world	Ainsel River	setter_map	Ainsel River	no	7773713	Ainsel River :: Discarded Palace Key [f400159]
1039529205	400163	set	$InitializeCommonEvent(90005750) arg5	lot_gates	set by NPC talk 318001110 on m11_10_00_00		esd_talk	2	commonarg-positive-by-construction	lot_gates:400163:90005750	single	npc_state			Altus	unknown	7770578	Altus :: [Sorcery] Tibia's Summons - m60_39_52 (region unconfirmed), may be sweep-granted by Black Knife Assassin (m60_40_52) [f400163]
3671	400174	set	dIf(!PlayerIsInOwnWorld()); WaitFor(EventFlag(3671) && EventF	lot_gates	NPC220 Tsubo Meyer_Character state transition	NPC220壺マイヤー_キャラ状態遷移	emevd_event	2	waitfor-blocks-until-set	lot_gates:400174:13003711	unknown	world			Farum Azula	unknown	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
13009254	400174	set	$InitializeCommonEvent(90005750) arg5	lot_gates	Tsubomayer_The Last Battle	壺マイヤー_最後の戦い	emevd_event	1	commonarg-positive-by-construction	lot_gates:400174:90005750	single	world	Farum Azula	setter_map	Farum Azula	no	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
13009256	400174	set	orld()); WaitFor(EventFlag(3671) && EventFlag(13009256)); Set	lot_gates	set by NPC talk 220001300 on m13_00_00_00		esd_talk	5	waitfor-blocks-until-set	lot_gates:400174:13003711	unknown	npc_state			Farum Azula	unknown	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
13009257	400174	unknown	flagHp &= EventFlag(13009258) && !EventFlag(13009257);	lot_gates	set by NPC talk 220001300 on m13_00_00_00		esd_talk	5	context-branch-unresolved	lot_gates:400174:13003711	unknown	npc_state			Farum Azula	unknown	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
13009258	400174	unknown	GotoIf(L2, flagHp); flag &= EventFlag(13009258) && EventF	lot_gates	set by NPC talk 220001300 on m13_00_00_00		esd_talk	5	context-branch-unresolved	lot_gates:400174:13003711	unknown	npc_state			Farum Azula	unknown	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
13009260	400174	unknown	lity(chrEntityId); WaitFor( EventFlag(13009260)	lot_gates	set by NPC talk 220001300 on m13_00_00_00		esd_talk	5	context-branch-unresolved	lot_gates:400174:13003711	unknown	npc_state			Farum Azula	unknown	7900018	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, may be sweep-granted by Dragonlord Placidusax (m13_00) [f400174]
16000800	400180	clear	talk 309001600 gate_sense=0 lot 101800	esd_gifts	Defeat the Ghoul King	グールの王撃破	emevd_event	1	esd-walk-gate-sense	esd_gifts:400180:309001600	single	world			Mt. Gelmir	unknown	7770581	Mt. Gelmir :: Letter to Patches - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400180]
16000800	400180	clear	talk 309003100 gate_sense=0 lot 101800	esd_gifts	Defeat the Ghoul King	グールの王撃破	emevd_event	1	esd-walk-gate-sense	esd_gifts:400180:309003100	single	world			Mt. Gelmir	unknown	7770581	Mt. Gelmir :: Letter to Patches - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400180]
16000800	400180	clear	talk 309006000 gate_sense=0 lot 101800	esd_gifts	Defeat the Ghoul King	グールの王撃破	emevd_event	1	esd-walk-gate-sense	esd_gifts:400180:309006000	single	world			Mt. Gelmir	unknown	7770581	Mt. Gelmir :: Letter to Patches - around Volcano Manor, may be sweep-granted by Rykard, Lord of Blasphemy (m16_00) [f400180]
3683	400183	clear	on() { EndIf(EventFlag(31000800) || EventFlag(3683) || EventF	lot_gates	NPC309_Head of the Thief_When defeating Rykard_Event status check	NPC309_盗賊の頭_ライカード撃破時_イベント状態チェック	emevd_event	13	endif-bailout-inverts	lot_gates:400183:31002800	unknown	world	Mt. Gelmir	setter_map	Limgrave	yes	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
3683	400183	clear	on() { EndIf(EventFlag(31000800) || EventFlag(3683) || EventF	lot_gates	NPC309_Head of the Thief_When defeating Rykard_Event status check	NPC309_盗賊の頭_ライカード撃破時_イベント状態チェック	emevd_event	13	endif-bailout-inverts	lot_gates:400183:31002811	unknown	world	Mt. Gelmir	setter_map	Limgrave	yes	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
3691	400183	clear	entFlag(31000800) || EventFlag(3683) || EventFlag(3691)); Wai	lot_gates	NPC309 Thief Head_Character state transition	NPC309盗賊の頭_キャラ状態遷移	emevd_event	2	endif-bailout-inverts	lot_gates:400183:31002800	unknown	world	Mt. Gelmir	test_map	Limgrave	yes	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
3691	400183	clear	entFlag(31000800) || EventFlag(3683) || EventFlag(3691)); Wai	lot_gates	NPC309 Thief Head_Character state transition	NPC309盗賊の頭_キャラ状態遷移	emevd_event	2	endif-bailout-inverts	lot_gates:400183:31002811	unknown	world	Mt. Gelmir	test_map	Limgrave	yes	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
31000800	400183	unknown	asSpEffect(10000, 9646)) || EventFlag(31000800));	lot_gates	Defeat the boss	ボス撃破	emevd_event	3	context-branch-unresolved	lot_gates:400183:31002800	unknown	world	Limgrave	setter_map	Limgrave	no	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
31000800	400183	unknown	002811, Restart, function() { EndIf(EventFlag(31000800) || EventF	lot_gates	Defeat the boss	ボス撃破	emevd_event	3	lot_gates-senses-disagree	lot_gates:400183:31002811	unknown	world	Limgrave	setter_map	Limgrave	no	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
31009810	400183	set	(3683) || EventFlag(3691)); WaitFor(EventFlag(31009810)); Set	lot_gates	NPC309_Head of the thieves_Before the start of the first battle_Hostile flag ON	NPC309_盗賊の頭_初戦開始前_敵対フラグON	emevd_event	2	waitfor-blocks-until-set	lot_gates:400183:31002811	unknown	world	Limgrave	setter_map	Limgrave	no	7770582	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]
3708	400190	set	talk 320001110 gate_sense=1 lot 101900	esd_gifts	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400190:320001110	unknown	world			Limgrave	unknown	7773715	Limgrave :: Spirit Jellyfish Ashes [f400190]
3708	400190	set	talk 320006000 gate_sense=1 lot 101900	esd_gifts	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400190:320006000	unknown	world			Limgrave	unknown	7773715	Limgrave :: Spirit Jellyfish Ashes [f400190]
1041389407	400190	unknown	talk 320001110 gate_sense=1 lot 101900	esd_gifts	set by NPC talk 320001110 on m11_10_00_00		esd_talk	2	esd-received-memo	esd_gifts:400190:320001110	unknown	npc_state	Limgrave	flag_decode	Limgrave	no	7773715	Limgrave :: Spirit Jellyfish Ashes [f400190]
1041389407	400190	unknown	talk 320006000 gate_sense=1 lot 101900	esd_gifts	set by NPC talk 320001110 on m11_10_00_00		esd_talk	2	esd-received-memo	esd_gifts:400190:320006000	unknown	npc_state	Limgrave	flag_decode	Limgrave	no	7773715	Limgrave :: Spirit Jellyfish Ashes [f400190]
3707	400191	set	talk 320001110 gate_sense=1 lot 101910	esd_gifts	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400191:320001110	single	world			Limgrave	unknown	7770583	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, may be sweep-granted by Deathbird (m60_42_38) [f400191]
3707	400191	set	talk 320006000 gate_sense=1 lot 101910	esd_gifts	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400191:320006000	single	world			Limgrave	unknown	7770583	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, may be sweep-granted by Deathbird (m60_42_38) [f400191]
3708	400191	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400191:90005750	any	world	Roundtable Hold	test_map	Limgrave	yes	7770583	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, may be sweep-granted by Deathbird (m60_42_38) [f400191]
3709	400191	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC320 Farnese_Character state transition	NPC320ファルネーゼ_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400191:90005750	any	world	Roundtable Hold	test_map	Limgrave	yes	7770583	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, may be sweep-granted by Deathbird (m60_42_38) [f400191]
1041389414	400191	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC320 Farnese_NPC initialization event_initial state	NPC320ファルネーゼ_NPC初期化イベント_初期状態	emevd_event	1	commonarg-positive-by-construction	lot_gates:400191:90005750	any	world	Limgrave	flag_decode	Limgrave	no	7770583	Limgrave :: Golden Seed - Roderika leaves this behind after she goes to Roundtable, which is triggered by entering Liurnia, may be sweep-granted by Deathbird (m60_42_38) [f400191]
1045389220	400221	unknown	talk 321001000 gate_sense=1 lot 102200	esd_gifts	set by NPC talk 321001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400221:321001000	single	npc_state			Stormveil	unknown	7773718	Stormveil :: Erdsteel Dagger - around Castleward Tunnel, may be sweep-granted by Margit, the Fell Omen (m10_00) [f400221]
1045389220	400221	unknown	talk 321006000 gate_sense=1 lot 102200	esd_gifts	set by NPC talk 321001000 on m10_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400221:321006000	single	npc_state			Stormveil	unknown	7773718	Stormveil :: Erdsteel Dagger - around Castleward Tunnel, may be sweep-granted by Margit, the Fell Omen (m10_00) [f400221]
3647	400230	set	talk 202006000 gate_sense=1 lot 102310	esd_gifts	NPC202 Marikes_Character state transition	NPC202マリケス_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400230:202006000	single	world			Caelid	unknown	7773719	Caelid :: Ancient Dragon Smithing Stone [f400230]
3647	400235	clear	talk 202006000 gate_sense=0 lot 102300	esd_gifts	NPC202 Marikes_Character state transition	NPC202マリケス_キャラ状態遷移	emevd_event	2	esd-walk-gate-sense	esd_gifts:400235:202006000	single	world			Caelid	unknown	7773724	Caelid :: Ash of War: Beast's Roar [f400235]
3768	400240	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC224 Grandpa_Character state transition	NPC224爺や_キャラ状態遷移	emevd_event	2	commonarg-positive-by-construction	lot_gates:400240:90005750	single	world			Liurnia	unknown	7770585	Liurnia :: Iji's Bell Bearing - around Road to the Manor, may be sweep-granted by Royal Revenant (m60_34_48) [f400240]
11009210	400260	unknown	talk 337001100 gate_sense=0 lot 102600	esd_gifts	set by NPC talk 337001100 on m11_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400260:337001100	single	npc_state	Leyndell	esd_talk_map	Caelid	yes	7773729	Caelid :: Glowstone - around Caelem Ruins [f400260]
11109698	400281	set	talk 324001100 gate_sense=1 lot 102810	esd_gifts	set by NPC talk 324001110 on m11_10_00_00		esd_talk	1	esd-walk-gate-sense	esd_gifts:400281:324001100	single	npc_state	Roundtable Hold	esd_talk_map	Leyndell	yes	7770587	Leyndell :: Scepter of the All-Knowing [f400281]
110	400282	clear	talk 324001110 gate_sense=0 lot 102820	esd_gifts	Natural disaster_Melina goes up in flames	天変地異_メリナ炎上	emevd_event	1	esd-walk-gate-sense	esd_gifts:400282:324001110	unknown	world			Roundtable Hold	unknown	7900020	Roundtable Hold :: All-Knowing Helm - around Table of Lost Grace [f400282]
11109662	400282	unknown	talk 324001110 gate_sense=1 lot 102820	esd_gifts	set by NPC talk 324001110 on m11_10_00_00		esd_talk	1	esd-received-memo	esd_gifts:400282:324001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7900020	Roundtable Hold :: All-Knowing Helm - around Table of Lost Grace [f400282]
110	400283	clear	talk 324001110 gate_sense=0 lot 102830	esd_gifts	Natural disaster_Melina goes up in flames	天変地異_メリナ炎上	emevd_event	1	esd-walk-gate-sense	esd_gifts:400283:324001110	unknown	world			Roundtable Hold	unknown	7900021	Roundtable Hold :: All-Knowing Armor - around Table of Lost Grace [f400283]
11109662	400283	unknown	talk 324001110 gate_sense=1 lot 102830	esd_gifts	set by NPC talk 324001110 on m11_10_00_00		esd_talk	1	esd-received-memo	esd_gifts:400283:324001110	unknown	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7900021	Roundtable Hold :: All-Knowing Armor - around Table of Lost Grace [f400283]
11109550	400285	unknown	talk 324001110 gate_sense=0 lot 102850	esd_gifts	set by NPC talk 324001110 on m11_10_00_00		esd_talk	1	esd-received-memo	esd_gifts:400285:324001110	single	npc_state	Roundtable Hold	esd_talk_map	Roundtable Hold	no	7900022	Roundtable Hold :: All-Knowing Greaves - around Table of Lost Grace [f400285]
16009460	400290	unknown	talk 326001600 gate_sense=0 lot 102900	esd_gifts	set by NPC talk 326001600 on m16_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400290:326001600	single	npc_state	Mt. Gelmir	esd_talk_map	Mt. Gelmir	no	7770592	Mt. Gelmir :: Letter to Bernahl - around Volcano Manor, may be sweep-granted by Godskin Noble (m16_00) [f400290]
16009460	400290	unknown	talk 326006000 gate_sense=0 lot 102900	esd_gifts	set by NPC talk 326001600 on m16_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400290:326006000	single	npc_state	Mt. Gelmir	esd_talk_map	Mt. Gelmir	no	7770592	Mt. Gelmir :: Letter to Bernahl - around Volcano Manor, may be sweep-granted by Godskin Noble (m16_00) [f400290]
16009460	400291	unknown	talk 326001600 gate_sense=0 lot 102910	esd_gifts	set by NPC talk 326001600 on m16_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400291:326001600	single	npc_state	Mt. Gelmir	esd_talk_map	Mt. Gelmir	no	7770593	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]
16009460	400291	unknown	talk 326006000 gate_sense=0 lot 102910	esd_gifts	set by NPC talk 326001600 on m16_00_00_00		esd_talk	2	esd-received-memo	esd_gifts:400291:326006000	single	npc_state	Mt. Gelmir	esd_talk_map	Mt. Gelmir	no	7770593	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]
16009463	400291	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC326 Volcano Pavilion's Strongest Knight_ Flag to leave and leave items behind	NPC326火山館最強の騎士_アイテムを残して立ち去るフラグ立て	emevd_event	1	commonarg-positive-by-construction	lot_gates:400291:90005750	single	world	Mt. Gelmir	setter_map	Mt. Gelmir	no	7770593	Mt. Gelmir :: [Sorcery] Gelmir's Fury - around Volcano Manor, may be sweep-granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400291]
13002181	400292	set	$InitializeCommonEvent(90005792) arg1	lot_gates					commonarg-positive-by-construction	lot_gates:400292:90005792	single	world			Farum Azula	unknown	7770594	Farum Azula :: Blasphemous Claw - around Crumbling Beast Grave, may be sweep-granted by Maliketh, the Black Blade (m13_00) [f400292]
1044529272	400308	set	$InitializeCommonEvent(90005750) arg5	lot_gates	NPC331 Rogue_Killed by a shit eater_Item light appearance flag set	NPC331ならず者_糞喰いに殺された_アイテム光出現フラグ立て	emevd_event	2	commonarg-positive-by-construction	lot_gates:400308:90005750	any	world			Altus	unknown	7770596	Altus :: Seedbed Curse - m60_44_52 (region unconfirmed), may be sweep-granted by Draconic Tree Sentinel (m60_45_52) [f400308]
1050389210	400310	unknown	talk 349006000 gate_sense=0 lot 103100	esd_gifts	set by NPC talk 349006000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400310:349006000	single	npc_state	Caelid	flag_decode	Caelid	no	7773731	Caelid :: Unalloyed Gold Needle - around Caelem Ruins [f400310]
1050389207	400311	unknown	talk 349006000 gate_sense=0 lot 103110	esd_gifts	set by NPC talk 349006000 on m60_00_00_00		esd_talk	1	esd-received-memo	esd_gifts:400311:349006000	single	npc_state	Caelid	flag_decode	Caelid	no	7773732	Caelid :: Sellia's Secret - around Caelem Ruins [f400311]
7611	400312	set	$InitializeCommonEvent(90005750) arg5	lot_gates					commonarg-positive-by-construction	lot_gates:400312:90005750	any	world	Haligtree	test_map	Caelid	yes	7900025	Caelid :: Gowry's Bell Bearing - around Church of the Plague, may be sweep-granted by Night's Cavalry (m60_49_37) [f400312]
