# AUTO-GENERATED by tools/build_questline_model.py -- DO NOT EDIT.
# Typed evidence union over questline_dag.tsv + questline_cc_wiki.tsv.
# This file as a compilation is CC BY-SA 4.0; project-derived rows retain their underlying status. See release/ATTRIBUTION.md.
# EVIDENCE ONLY: nothing in the world imports this table. requires/excludes are candidate facts, not access rules.
# Nodes are typed (`flag:` / `item:`); never compare their bare ids across spaces.
# MEASURED: 313 evidence rows (300 game-data, 13 CC-wiki), 270 typed edges.
source_node	target_node	relation	group_id	group_semantics	evidence_kind	evidence_origin	quest	source_label	target_label	source_region	target_region	claim	source_game_ref	id_evidence	source_page	source_page_id	source_revision	source_timestamp	source_url	license
flag:1035449216	flag:400031	unknown	game:esd_gifts:400031:301006000	single	game_data	esd_gifts		set by NPC talk 301006000 on m60_00_00_00	Liurnia :: Lord of Blood's Favor - m10_01 (1) [f400031]		Liurnia	talk 301006000 gate_sense=0 lot 100310	event_flag:1035449216	questline_dag.tsv:esd_gifts						project-derived
flag:1035449226	flag:400032	unknown	game:esd_gifts:400032:301006000	single	game_data	esd_gifts		set by NPC talk 301006000 on m60_00_00_00	Liurnia :: Pureblood Knight's Medal [f400032]		Liurnia	talk 301006000 gate_sense=0 lot 100320	event_flag:1035449226	questline_dag.tsv:esd_gifts						project-derived
flag:3383	flag:400033	unknown	game:lot_gates:400033:3051	unknown	game_data	lot_gates		NPC310 Castle Lord's Daughter_Character state transition	Liurnia :: Lord of Blood's Favor - m10_01 (2) [f400033]	Liurnia	Liurnia	EndIf(EventFlag(400033)); EndIf(EventFlag(3383)); Wai	event_flag:3383	questline_dag.tsv:lot_gates						project-derived
flag:35009209	flag:400033	excludes	game:lot_gates:400033:3051	unknown	game_data	lot_gates		set by NPC talk 310003500 on m35_00_00_00	Liurnia :: Lord of Blood's Favor - m10_01 (2) [f400033]	Leyndell	Liurnia	ventFlag(400031) && EventFlag(3383) && !EventFlag(35009209)); End	event_flag:35009209	questline_dag.tsv:lot_gates						project-derived
flag:400031	flag:400033	requires	game:lot_gates:400033:10010791	single	game_data	lot_gates		Liurnia :: Lord of Blood's Favor - m10_01 (1) [f400031]	Liurnia :: Lord of Blood's Favor - m10_01 (2) [f400033]		Liurnia	EndIf(EventFlag(400033)); EndIf(!EventFlag(400031)); Wai	event_flag:400031	questline_dag.tsv:lot_gates						project-derived
flag:400031	flag:400033	requires	game:lot_gates:400033:1037493700	single	game_data	lot_gates		Liurnia :: Lord of Blood's Favor - m10_01 (1) [f400031]	Liurnia :: Lord of Blood's Favor - m10_01 (2) [f400033]		Liurnia	EndIf(EventFlag(400033)); EndIf(!EventFlag(400031)); Wai	event_flag:400031	questline_dag.tsv:lot_gates						project-derived
flag:400031	flag:400033	requires	game:lot_gates:400033:3051	unknown	game_data	lot_gates		Liurnia :: Lord of Blood's Favor - m10_01 (1) [f400031]	Liurnia :: Lord of Blood's Favor - m10_01 (2) [f400033]		Liurnia	EndIf(EventFlag(3383)); WaitFor(EventFlag(400031) && EventF	event_flag:400031	questline_dag.tsv:lot_gates						project-derived
flag:12059166	flag:400037	requires	game:lot_gates:400037:90005750	single	game_data	lot_gates		set by NPC talk 301101205 on m12_05_00_00	Mohgwyn :: Varre's Bouquet - around Palace Approach Ledge-Road, also granted by Mohg, Lord of Blood (m12_05) [f400037]		Mohgwyn	$InitializeCommonEvent(90005750) arg5	event_flag:12059166	questline_dag.tsv:lot_gates						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302001000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302001000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302011000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302011000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302021000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302021000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302031000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302031000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302041000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302041000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302051000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302051000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:10009360	flag:400050	unknown	game:esd_gifts:400050:302061000	single	game_data	esd_gifts		set by NPC talk 302001000 on m10_00_00_00	Limgrave :: Grace Mimic - around Waypoint Ruins Cellar, also granted by Mad Pumpkin Head (m60_44_36) [f400050]		Limgrave	talk 302061000 gate_sense=0 lot 100500	event_flag:10009360	questline_dag.tsv:esd_gifts						project-derived
flag:1033442181	flag:400061	requires	game:lot_gates:400061:90005792	single	game_data	lot_gates			Liurnia :: Rancorcall - around Revenger's Shack, also granted by Erdtree Avatar (m60_33_43) [f400061]	Liurnia	Liurnia	$InitializeCommonEvent(90005792) arg1	event_flag:1033442181	questline_dag.tsv:lot_gates						project-derived
flag:1043319208	flag:400061	requires	game:lot_gates:400061:90005750	any	game_data	lot_gates		Peninsula Fort Castle Lord_NPC initialization event_Initial state	Liurnia :: Rancorcall - around Revenger's Shack, also granted by Erdtree Avatar (m60_33_43) [f400061]	Weeping	Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:1043319208	questline_dag.tsv:lot_gates						project-derived
flag:1045349258	flag:400061	requires	game:lot_gates:400061:90005750	any	game_data	lot_gates		NPC311 Lord of the Peninsula Fort_NPC initialization event_Daughter's body discovered	Liurnia :: Rancorcall - around Revenger's Shack, also granted by Erdtree Avatar (m60_33_43) [f400061]		Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:1045349258	questline_dag.tsv:lot_gates						project-derived
flag:16009215	flag:400070	unknown	game:esd_gifts:400070:300001600	unknown	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Mt. Gelmir	Altus	talk 300001600 gate_sense=1 lot 100700	event_flag:16009215	questline_dag.tsv:esd_gifts						project-derived
flag:16009221	flag:400070	unknown	game:esd_gifts:400070:300001600	unknown	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Mt. Gelmir	Altus	talk 300001600 gate_sense=1 lot 100700	event_flag:16009221	questline_dag.tsv:esd_gifts						project-derived
flag:2048439206	flag:400070	unknown	game:esd_gifts:400070:419002200	unknown	game_data	esd_gifts		set by NPC talk 419002200 on m22_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Gravesite	Altus	talk 419002200 gate_sense=1 lot 100700	event_flag:2048439206	questline_dag.tsv:esd_gifts						project-derived
flag:2048439225	flag:400070	unknown	game:esd_gifts:400070:419002200	unknown	game_data	esd_gifts		set by NPC talk 419002200 on m22_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Gravesite	Altus	talk 419002200 gate_sense=1 lot 100700	event_flag:2048439225	questline_dag.tsv:esd_gifts						project-derived
flag:2048439228	flag:400070	unknown	game:esd_gifts:400070:419002200	unknown	game_data	esd_gifts		set by NPC talk 419002200 on m22_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Gravesite	Altus	talk 419002200 gate_sense=1 lot 100700	event_flag:2048439228	questline_dag.tsv:esd_gifts						project-derived
flag:2048439235	flag:400070	unknown	game:esd_gifts:400070:419002200	unknown	game_data	esd_gifts		set by NPC talk 419002200 on m22_00_00_00	Altus :: Tonic of Forgetfulness - around Road of Iniquity Side Path, also granted by Elemer of the Briar (m60_39_54) [f400070]	Gravesite	Altus	talk 419002200 gate_sense=1 lot 100700	event_flag:2048439235	questline_dag.tsv:esd_gifts						project-derived
flag:16009266	flag:400071	requires	game:lot_gates:400071:90005750	single	game_data	lot_gates		NPC300 Mistress of the Volcano Hall_Items appear after defeating the escort	Mt. Gelmir :: Consort's Robe - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400071]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009266	questline_dag.tsv:lot_gates						project-derived
flag:16009208	flag:400072	unknown	game:esd_gifts:400072:300001600	single	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Drawing-Room Key - Talk to Tanith [f400072]	Mt. Gelmir	Mt. Gelmir	talk 300001600 gate_sense=0 lot 100720	event_flag:16009208	questline_dag.tsv:esd_gifts						project-derived
flag:16009270	flag:400072	requires	game:lot_gates:400072:90005750	single	game_data	lot_gates			Mt. Gelmir :: Drawing-Room Key - Talk to Tanith [f400072]		Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009270	questline_dag.tsv:lot_gates						project-derived
flag:16009208	flag:400073	requires	game:lot_gates:400073:90005750	single	game_data	lot_gates		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Letter from Volcano Manor - around Volcano Manor (1), also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400073]		Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009208	questline_dag.tsv:lot_gates						project-derived
flag:16009216	flag:400074	requires	game:lot_gates:400074:90005750	single	game_data	lot_gates		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Letter from Volcano Manor - around Volcano Manor (2), also granted by Rykard, Lord of Blasphemy (m16_00) [f400074]		Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009216	questline_dag.tsv:lot_gates						project-derived
flag:16009217	flag:400075	requires	game:lot_gates:400075:90005750	single	game_data	lot_gates		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Red Letter - around Volcano Manor, also granted by Godskin Noble (m16_00) [f400075]		Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009217	questline_dag.tsv:lot_gates						project-derived
flag:16009215	flag:400076	unknown	game:esd_gifts:400076:300001600	single	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: [Sorcery] Magma Shot - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400076]	Mt. Gelmir	Mt. Gelmir	talk 300001600 gate_sense=1 lot 100760	event_flag:16009215	questline_dag.tsv:esd_gifts						project-derived
flag:16009267	flag:400076	requires	game:lot_gates:400076:90005750	single	game_data	lot_gates		NPC300 Mistress of the Volcano Hall_Respond after defeating Rykard without completing the request.	Mt. Gelmir :: [Sorcery] Magma Shot - around Volcano Manor, also granted by Abductor Virgin (Swinging Sickle) (m16_00) [f400076]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009267	questline_dag.tsv:lot_gates						project-derived
flag:16009215	flag:400077	unknown	game:esd_gifts:400077:300001600	single	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Serpentbone Blade - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400077]	Mt. Gelmir	Mt. Gelmir	talk 300001600 gate_sense=1 lot 100770	event_flag:16009215	questline_dag.tsv:esd_gifts						project-derived
flag:16009268	flag:400077	requires	game:lot_gates:400077:90005750	single	game_data	lot_gates		NPC300 Mistress of the Volcano Hall_Respond after defeating Rykard without completing the request.	Mt. Gelmir :: Serpentbone Blade - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400077]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009268	questline_dag.tsv:lot_gates						project-derived
flag:16009237	flag:400078	unknown	game:esd_gifts:400078:300001600	single	game_data	esd_gifts		set by NPC talk 300001600 on m16_00_00_00	Mt. Gelmir :: Taker's Cameo - around Volcano Manor, also granted by Godskin Noble (m16_00) [f400078]	Mt. Gelmir	Mt. Gelmir	talk 300001600 gate_sense=0 lot 100780	event_flag:16009237	questline_dag.tsv:esd_gifts						project-derived
flag:16009269	flag:400078	requires	game:lot_gates:400078:90005750	single	game_data	lot_gates		NPC300 Mistress of the Volcano Hall_Respond after defeating Rykard without completing the request.	Mt. Gelmir :: Taker's Cameo - around Volcano Manor, also granted by Godskin Noble (m16_00) [f400078]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009269	questline_dag.tsv:lot_gates						project-derived
flag:1045349207	flag:400080	unknown	game:esd_gifts:400080:310003500	single	game_data	esd_gifts		set by NPC talk 310003500 on m35_00_00_00	Weeping :: Irina's Letter - m60_45_34 (region unconfirmed), also granted by Erdtree Avatar (m60_43_33) [f400080]	Leyndell	Weeping	talk 310003500 gate_sense=0 lot 100800	event_flag:1045349207	questline_dag.tsv:esd_gifts						project-derived
flag:1045349207	flag:400080	unknown	game:esd_gifts:400080:310006000	single	game_data	esd_gifts		set by NPC talk 310003500 on m35_00_00_00	Weeping :: Irina's Letter - m60_45_34 (region unconfirmed), also granted by Erdtree Avatar (m60_43_33) [f400080]	Leyndell	Weeping	talk 310006000 gate_sense=0 lot 100800	event_flag:1045349207	questline_dag.tsv:esd_gifts						project-derived
flag:35009211	flag:400089	requires	game:lot_gates:400089:90005750	single	game_data	lot_gates		NPC310 Castle Lord's Daughter_Item light appearance timing adjustment	Leyndell :: Frenzied Flame Seal - around Underground Roadside, also granted by Mohg, the Omen (m35_00) [f400089]	Leyndell	Leyndell	$InitializeCommonEvent(90005750) arg5	event_flag:35009211	questline_dag.tsv:lot_gates						project-derived
flag:1037429210	flag:400090	unknown	game:esd_gifts:400090:313001600	single	game_data	esd_gifts		set by NPC talk 313001600 on m16_00_00_00	Mt. Gelmir :: Volcano Manor Invitation - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400090]	Liurnia	Mt. Gelmir	talk 313001600 gate_sense=0 lot 100900	event_flag:1037429210	questline_dag.tsv:esd_gifts						project-derived
flag:1037429210	flag:400090	unknown	game:esd_gifts:400090:313006000	single	game_data	esd_gifts		set by NPC talk 313001600 on m16_00_00_00	Mt. Gelmir :: Volcano Manor Invitation - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400090]	Liurnia	Mt. Gelmir	talk 313006000 gate_sense=0 lot 100900	event_flag:1037429210	questline_dag.tsv:esd_gifts						project-derived
flag:16009337	flag:400091	requires	game:lot_gates:400091:90005750	any	game_data	lot_gates		NPC313 Volcano Hall Recruiter_ Flag to leave items behind	Mt. Gelmir :: Daedicar's Woe - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400091]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009337	questline_dag.tsv:lot_gates						project-derived
flag:16009338	flag:400091	requires	game:lot_gates:400091:90005750	any	game_data	lot_gates		NPC313 Volcano Hall Recruiter_ Flag to leave items behind	Mt. Gelmir :: Daedicar's Woe - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400091]	Mt. Gelmir	Mt. Gelmir	$InitializeCommonEvent(90005750) arg5	event_flag:16009338	questline_dag.tsv:lot_gates						project-derived
flag:14009266	flag:400101	unknown	game:esd_gifts:400101:316206000	single	game_data	esd_gifts		set by NPC talk 316206000 on m60_00_00_00	Raya Lucaria Academy :: Glintstone Kris - around Church of the Cuckoo, also granted by Red Wolf of Radagon (m14_00) [f400101]	Raya Lucaria Academy	Raya Lucaria Academy	talk 316206000 gate_sense=0 lot 101010	event_flag:14009266	questline_dag.tsv:esd_gifts						project-derived
flag:14009266	flag:400101	unknown	game:esd_gifts:400101:316211400	single	game_data	esd_gifts		set by NPC talk 316206000 on m60_00_00_00	Raya Lucaria Academy :: Glintstone Kris - around Church of the Cuckoo, also granted by Red Wolf of Radagon (m14_00) [f400101]	Raya Lucaria Academy	Raya Lucaria Academy	talk 316211400 gate_sense=0 lot 101010	event_flag:14009266	questline_dag.tsv:esd_gifts						project-derived
flag:1044369219	flag:400103	unknown	game:esd_gifts:400103:316006000	single	game_data	esd_gifts		set by NPC talk 316006000 on m60_00_00_00	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, also granted by Rennala, Queen of the Full Moon (m14_00) [f400103]	Limgrave	Raya Lucaria Academy	talk 316006000 gate_sense=1 lot 101030	event_flag:1044369219	questline_dag.tsv:esd_gifts						project-derived
flag:14009259	flag:400103	unknown	game:esd_gifts:400103:316206000	single	game_data	esd_gifts		set by NPC talk 316206000 on m60_00_00_00	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, also granted by Rennala, Queen of the Full Moon (m14_00) [f400103]	Raya Lucaria Academy	Raya Lucaria Academy	talk 316206000 gate_sense=1 lot 101030	event_flag:14009259	questline_dag.tsv:esd_gifts						project-derived
flag:14009259	flag:400103	unknown	game:esd_gifts:400103:316211400	single	game_data	esd_gifts		set by NPC talk 316206000 on m60_00_00_00	Raya Lucaria Academy :: Starlight Shards - around Church of the Cuckoo, also granted by Rennala, Queen of the Full Moon (m14_00) [f400103]	Raya Lucaria Academy	Raya Lucaria Academy	talk 316211400 gate_sense=1 lot 101030	event_flag:14009259	questline_dag.tsv:esd_gifts						project-derived
flag:7608	flag:400106	requires	game:lot_gates:400106:14000731	single	game_data	lot_gates			Raya Lucaria Academy :: Sellen's Bell Bearing - Table of Lost Grace, also granted by Rennala, Queen of the Full Moon (m14_00) [f400106]		Raya Lucaria Academy	106)); WaitFor(ElapsedSeconds(2) && EventFlag(7608)); Awa	event_flag:7608	questline_dag.tsv:lot_gates						project-derived
flag:3469	flag:400107	requires	game:lot_gates:400107:90005750	single	game_data	lot_gates		NPC316 Academy Female Magician_Character state transition	Raya Lucaria Academy :: Witch's Glintstone Crown - around Church of the Cuckoo, also granted by Red Wolf of Radagon (m14_00) [f400107]	Weeping	Raya Lucaria Academy	$InitializeCommonEvent(90005750) arg5	event_flag:3469	questline_dag.tsv:lot_gates						project-derived
flag:1035429209	flag:400130	unknown	game:esd_gifts:400130:219006000	single	game_data	esd_gifts		set by NPC talk 219006000 on m60_00_00_00	Liurnia :: Haligtree Secret Medallion (Right) - Kill albinauric disguised as pot (or, talk to him) [f400130]	Liurnia	Liurnia	talk 219006000 gate_sense=0 lot 101300	event_flag:1035429209	questline_dag.tsv:esd_gifts						project-derived
flag:3569	flag:400148	requires	game:lot_gates:400148:90005750	single	game_data	lot_gates		NPC307 Puppeteer_Character state transition	Liurnia :: Preceptor's Trousers - near Royal Moongazing Grounds, also granted by Glintstone Dragon Adula (m60_34_50) [f400148]		Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:3569	questline_dag.tsv:lot_gates						project-derived
flag:1035509215	flag:400149	requires	game:lot_gates:400149:90005750	any	game_data	lot_gates		NPC307 Puppeteer_Character state transition	Liurnia :: Pidia's Bell Bearing - near Royal Moongazing Grounds, also granted by Royal Knight Loretta (m60_35_50) [f400149]	Liurnia	Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:1035509215	questline_dag.tsv:lot_gates						project-derived
flag:1035509216	flag:400149	requires	game:lot_gates:400149:90005750	any	game_data	lot_gates		NPC307 Puppeteer_Character state transition	Liurnia :: Pidia's Bell Bearing - near Royal Moongazing Grounds, also granted by Royal Knight Loretta (m60_35_50) [f400149]	Liurnia	Liurnia	$InitializeCommonEvent(90005750) arg5	event_flag:1035509216	questline_dag.tsv:lot_gates						project-derived
flag:12012716	flag:400159	excludes	game:lot_gates:400159:3050	unknown	game_data	lot_gates		NPC106 Rani_Shadow Head Death Monitor	Ainsel River :: Discarded Palace Key [f400159]	Ainsel River	Ainsel River	)); WaitFor(EventFlag(12019280) && !EventFlag(12012716)); Rem	event_flag:12012716	questline_dag.tsv:lot_gates						project-derived
flag:12019280	flag:400159	requires	game:lot_gates:400159:3050	unknown	game_data	lot_gates		NPC106 Rani_Shadow Head Death Monitor	Ainsel River :: Discarded Palace Key [f400159]	Ainsel River	Ainsel River	EndIf(EventFlag(400159)); WaitFor(EventFlag(12019280) && !Event	event_flag:12019280	questline_dag.tsv:lot_gates						project-derived
flag:1039529205	flag:400163	requires	game:lot_gates:400163:90005750	single	game_data	lot_gates		set by NPC talk 318001110 on m11_10_00_00	Altus :: [Sorcery] Tibia's Summons - m60_39_52 (region unconfirmed), also granted by Black Knife Assassin (m60_40_52) [f400163]		Altus	$InitializeCommonEvent(90005750) arg5	event_flag:1039529205	questline_dag.tsv:lot_gates						project-derived
flag:13009254	flag:400174	requires	game:lot_gates:400174:90005750	single	game_data	lot_gates		Tsubomayer_The Last Battle	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]	Farum Azula	Farum Azula	$InitializeCommonEvent(90005750) arg5	event_flag:13009254	questline_dag.tsv:lot_gates						project-derived
flag:13009256	flag:400174	requires	game:lot_gates:400174:13003711	unknown	game_data	lot_gates		set by NPC talk 220001300 on m13_00_00_00	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]		Farum Azula	orld()); WaitFor(EventFlag(3671) && EventFlag(13009256)); Set	event_flag:13009256	questline_dag.tsv:lot_gates						project-derived
flag:13009257	flag:400174	unknown	game:lot_gates:400174:13003711	unknown	game_data	lot_gates		set by NPC talk 220001300 on m13_00_00_00	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]		Farum Azula	flagHp &= EventFlag(13009258) && !EventFlag(13009257);	event_flag:13009257	questline_dag.tsv:lot_gates						project-derived
flag:13009258	flag:400174	unknown	game:lot_gates:400174:13003711	unknown	game_data	lot_gates		set by NPC talk 220001300 on m13_00_00_00	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]		Farum Azula	GotoIf(L2, flagHp); flag &= EventFlag(13009258) && EventF	event_flag:13009258	questline_dag.tsv:lot_gates						project-derived
flag:13009260	flag:400174	unknown	game:lot_gates:400174:13003711	unknown	game_data	lot_gates		set by NPC talk 220001300 on m13_00_00_00	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]		Farum Azula	lity(chrEntityId); WaitFor( EventFlag(13009260)	event_flag:13009260	questline_dag.tsv:lot_gates						project-derived
flag:3671	flag:400174	requires	game:lot_gates:400174:13003711	unknown	game_data	lot_gates		NPC220 Tsubo Meyer_Character state transition	Farum Azula :: Alexander's Innards - around Crumbling Beast Grave, also granted by Dragonlord Placidusax (m13_00) [f400174]		Farum Azula	dIf(!PlayerIsInOwnWorld()); WaitFor(EventFlag(3671) && EventF	event_flag:3671	questline_dag.tsv:lot_gates						project-derived
flag:16000800	flag:400180	excludes	ccwiki:patches:letter	single	cc_wiki	eldenring.wiki.gg	Patches	Defeat the Ghoul King	Mt. Gelmir :: Letter to Patches - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400180]		Mt. Gelmir	Patches gives his assassination request before Rykard's defeat and leaves Volcano Manor afterward.	event_flag:16000800	questline_dag.tsv machine edge	Patches	11873	100540	2026-08-12T21:52:17Z	https://eldenring.wiki.gg/w/index.php?title=Patches&oldid=100540	CC-BY-SA-4.0
flag:16000800	flag:400180	excludes	game:esd_gifts:400180:309001600	single	game_data	esd_gifts		Defeat the Ghoul King	Mt. Gelmir :: Letter to Patches - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400180]		Mt. Gelmir	talk 309001600 gate_sense=0 lot 101800	event_flag:16000800	questline_dag.tsv:esd_gifts						project-derived
flag:16000800	flag:400180	excludes	game:esd_gifts:400180:309003100	single	game_data	esd_gifts		Defeat the Ghoul King	Mt. Gelmir :: Letter to Patches - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400180]		Mt. Gelmir	talk 309003100 gate_sense=0 lot 101800	event_flag:16000800	questline_dag.tsv:esd_gifts						project-derived
flag:16000800	flag:400180	excludes	game:esd_gifts:400180:309006000	single	game_data	esd_gifts		Defeat the Ghoul King	Mt. Gelmir :: Letter to Patches - around Volcano Manor, also granted by Rykard, Lord of Blasphemy (m16_00) [f400180]		Mt. Gelmir	talk 309006000 gate_sense=0 lot 101800	event_flag:16000800	questline_dag.tsv:esd_gifts						project-derived
flag:31000800	flag:400183	unknown	game:lot_gates:400183:31002800	unknown	game_data	lot_gates		Defeat the boss	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Limgrave	Limgrave	asSpEffect(10000, 9646)) || EventFlag(31000800));	event_flag:31000800	questline_dag.tsv:lot_gates						project-derived
flag:31000800	flag:400183	unknown	game:lot_gates:400183:31002811	unknown	game_data	lot_gates		Defeat the boss	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Limgrave	Limgrave	002811, Restart, function() { EndIf(EventFlag(31000800) || EventF	event_flag:31000800	questline_dag.tsv:lot_gates						project-derived
flag:31009810	flag:400183	requires	game:lot_gates:400183:31002811	unknown	game_data	lot_gates		NPC309_Head of the thieves_Before the start of the first battle_Hostile flag ON	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Limgrave	Limgrave	(3683) || EventFlag(3691)); WaitFor(EventFlag(31009810)); Set	event_flag:31009810	questline_dag.tsv:lot_gates						project-derived
flag:3683	flag:400183	excludes	game:lot_gates:400183:31002800	unknown	game_data	lot_gates		NPC309_Head of the Thief_When defeating Rykard_Event status check	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Mt. Gelmir	Limgrave	on() { EndIf(EventFlag(31000800) || EventFlag(3683) || EventF	event_flag:3683	questline_dag.tsv:lot_gates						project-derived
flag:3683	flag:400183	excludes	game:lot_gates:400183:31002811	unknown	game_data	lot_gates		NPC309_Head of the Thief_When defeating Rykard_Event status check	Limgrave :: Golden Rune [1] - Murkwater Cave [f400183]	Mt. Gelmir	Limgrave	on() { EndIf(EventFlag(31000800) || EventFlag(3683) || EventF	event_flag:3683	questline_dag.tsv:lot_gates						project-derived
